qpid	goid	ontology	desc	ARGOT_RSscore	ARGOT_RSPPV	ARGOT_RSrank	goclasscount
BJP76_RS00795	0003824	MF	catalytic activity	0.662359532	0.422871708	1	100
BJP76_RS00800	0003684	MF	damaged DNA binding	8.645298311	0.731629936	1	99
BJP76_RS00800	0009432	BP	SOS response	8.219391796	0.720980874	1	99
BJP76_RS00800	0005737	CC	cytoplasm	1.995151223	0.509794742	1	99
BJP76_RS00800	0003887	MF	DNA-directed DNA polymerase activity	7.837007365	0.711182398	2	99
BJP76_RS00800	0000287	MF	magnesium ion binding	5.571613328	0.64743393	4	99
BJP76_RS00800	0006261	BP	DNA-templated DNA replication	7.471979084	0.701603054	5	99
BJP76_RS00800	0071897	BP	DNA biosynthetic process	6.361647861	0.670927902	6	99
BJP76_RS00800	0006281	BP	DNA repair	5.342461245	0.640311865	9	99
BJP76_RS00805	0006355	BP	regulation of DNA-templated transcription	3.485926593	0.575797639	1	100
BJP76_RS00805	0003677	MF	DNA binding	3.165783878	0.563049275	1	100
BJP76_RS00815	0008428	MF	ribonuclease inhibitor activity	13.30437637	0.834319391	1	99
BJP76_RS00815	0051252	BP	regulation of RNA metabolic process	3.460755735	0.574817107	1	99
BJP76_RS00815	0047443	MF	4-hydroxy-4-methyl-2-oxoglutarate aldolase activity	12.24804312	0.812859407	3	89
BJP76_RS00815	0008948	MF	oxaloacetate decarboxylase activity	10.58605846	0.777125967	4	89
BJP76_RS00815	0032259	BP	methylation	0.898173572	0.442308973	11	18
BJP76_RS00815	0046872	MF	metal ion binding	2.506044186	0.534558717	13	99
BJP76_RS00815	0008168	MF	methyltransferase activity	0.923369374	0.444225745	16	18
BJP76_RS00820	0016020	CC	membrane	0.735842249	0.429254372	1	96
BJP76_RS00820	0030261	BP	chromosome condensation	0.040921392	0.334072561	1	1
BJP76_RS00820	0030527	MF	structural constituent of chromatin	0.035709158	0.332138251	1	1
BJP76_RS00820	0003677	MF	DNA binding	0.012330884	0.320823664	3	1
BJP76_RS00825	0046688	BP	response to copper ion	12.10943839	0.809975938	1	100
BJP76_RS00825	0005507	MF	copper ion binding	8.440818322	0.726550815	1	100
BJP76_RS00825	0042597	CC	periplasmic space	6.38005026	0.671457215	1	100
BJP76_RS00825	0006825	BP	copper ion transport	10.63864842	0.778297984	2	100
BJP76_RS00825	0016020	CC	membrane	0.725652676	0.428388983	2	98
BJP76_RS00830	0016020	CC	membrane	0.738730474	0.429498574	1	91
BJP76_RS00840	0003677	MF	DNA binding	3.165741709	0.563047555	1	100
BJP76_RS00850	0004784	MF	superoxide dismutase activity	10.87246367	0.783474045	1	100
BJP76_RS00850	0019430	BP	removal of superoxide radicals	9.79159311	0.759052891	1	100
BJP76_RS00850	0005576	CC	extracellular region	0.058920473	0.33994518	1	1
BJP76_RS00850	0046872	MF	metal ion binding	2.50606813	0.534559815	5	100
BJP76_RS00860	0008081	MF	phosphoric diester hydrolase activity	8.366021403	0.724677575	1	99
BJP76_RS00860	0006629	BP	lipid metabolic process	4.703666163	0.619608847	1	99
BJP76_RS00860	0006071	BP	glycerol metabolic process	0.18395254	0.366975828	5	2
BJP76_RS00860	0046872	MF	metal ion binding	0.048746771	0.33675823	7	2
BJP76_RS00865	0016020	CC	membrane	0.738734423	0.429498908	1	62
BJP76_RS00875	0004664	MF	prephenate dehydratase activity	11.61523655	0.799558057	1	100
BJP76_RS00875	1902223	BP	erythrose 4-phosphate/phosphoenolpyruvate family amino acid biosynthetic process	11.18921719	0.790398171	1	100
BJP76_RS00875	0004106	MF	chorismate mutase activity	10.8875001	0.783804999	2	100
BJP76_RS00875	0006558	BP	L-phenylalanine metabolic process	10.13080412	0.766855979	3	100
BJP76_RS00875	0009095	BP	"aromatic amino acid family biosynthetic process, prephenate pathway"	10.10715279	0.76631619	5	100
BJP76_RS00875	0042803	MF	protein homodimerization activity	0.316831151	0.386429822	9	3
BJP76_RS00880	0003824	MF	catalytic activity	0.662317506	0.422867959	1	29
BJP76_RS00890	0008237	MF	metallopeptidase activity	6.318518432	0.669684351	1	1
BJP76_RS00895	0016020	CC	membrane	0.738745118	0.429499811	1	97
BJP76_RS00895	0051301	BP	cell division	0.139378302	0.358908102	1	2
BJP76_RS00900	0004828	MF	serine-tRNA ligase activity	11.27397257	0.792234219	1	100
BJP76_RS00900	0006434	BP	seryl-tRNA aminoacylation	10.89793313	0.784034497	1	100
BJP76_RS00900	0005737	CC	cytoplasm	1.936060407	0.506734747	1	96
BJP76_RS00900	0016260	BP	selenocysteine biosynthetic process	10.66856729	0.778963461	2	96
BJP76_RS00900	0005524	MF	ATP binding	2.988576633	0.555714503	8	100
BJP76_RS00905	0043565	MF	sequence-specific DNA binding	6.319934259	0.669725241	1	99
BJP76_RS00905	0006351	BP	DNA-templated transcription	4.590403614	0.615794299	1	99
BJP76_RS00905	0003700	MF	DNA-binding transcription factor activity	4.753647872	0.621277555	2	99
BJP76_RS00905	0006355	BP	regulation of DNA-templated transcription	3.485939268	0.575798132	3	99
BJP76_RS00915	0016020	CC	membrane	0.738731763	0.429498683	1	100
BJP76_RS00920	0003677	MF	DNA binding	3.165782076	0.563049202	1	100
BJP76_RS00925	0016491	MF	oxidoreductase activity	2.916209769	0.552656785	1	72
BJP76_RS00935	0051537	MF	"2 iron, 2 sulfur cluster binding"	7.559622284	0.703924021	1	99
BJP76_RS00935	0016705	MF	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	6.815585894	0.683768952	2	99
BJP76_RS00935	0004497	MF	monooxygenase activity	6.670429016	0.679710562	3	99
BJP76_RS00935	0046872	MF	metal ion binding	2.506099314	0.534561245	7	99
BJP76_RS00935	0016787	MF	hydrolase activity	0.095860366	0.349655844	12	4
BJP76_RS00940	0016746	MF	acyltransferase activity	5.072890393	0.631735091	1	100
BJP76_RS00945	0016746	MF	acyltransferase activity	5.072878285	0.631734701	1	100
BJP76_RS00950	0016746	MF	acyltransferase activity	5.072890826	0.631735105	1	100
BJP76_RS00955	0016791	MF	phosphatase activity	6.795339425	0.683205499	1	100
BJP76_RS00960	0008745	MF	N-acetylmuramoyl-L-alanine amidase activity	9.98282213	0.763468175	1	99
BJP76_RS00960	0009253	BP	peptidoglycan catabolic process	9.167167729	0.744326846	1	99
BJP76_RS00960	0008270	MF	zinc ion binding	5.095589972	0.632465964	5	99
BJP76_RS00970	0008767	MF	UDP-galactopyranose mutase activity	13.42932822	0.836800615	1	99
BJP76_RS00970	0045227	BP	capsule polysaccharide biosynthetic process	0.266686197	0.379683703	1	2
BJP76_RS00970	0009274	CC	peptidoglycan-based cell wall	0.107537502	0.352315307	1	1
BJP76_RS00970	0005829	CC	cytosol	0.067156089	0.342327842	3	1
BJP76_RS00970	0071766	BP	Actinobacterium-type cell wall biogenesis	0.14707259	0.360384264	5	1
BJP76_RS00970	0050660	MF	flavin adenine dinucleotide binding	0.060331525	0.340364716	5	1
BJP76_RS00970	0005886	CC	plasma membrane	0.026399789	0.328292113	5	1
BJP76_RS00970	0071555	BP	cell wall organization	0.131670844	0.357387965	7	2
BJP76_RS00975	0016740	MF	transferase activity	2.288715086	0.524365818	1	93
BJP76_RS00980	0016020	CC	membrane	0.738713233	0.429497118	1	61
BJP76_RS00985	0016765	MF	"transferase activity, transferring alkyl or aryl (other than methyl) groups"	6.809763449	0.683607001	1	99
BJP76_RS00985	0016020	CC	membrane	0.73184975	0.428916012	1	99
BJP76_RS00985	0016757	MF	glycosyltransferase activity	4.810472377	0.623164098	2	87
BJP76_RS00990	0016020	CC	membrane	0.738748489	0.429500096	1	97
BJP76_RS00990	0016740	MF	transferase activity	0.234673941	0.375039463	1	10
BJP76_RS00995	0050348	MF	trehalose O-mycolyltransferase activity	9.07082858	0.742010693	1	56
BJP76_RS00995	0005576	CC	extracellular region	5.795447243	0.654250634	1	100
BJP76_RS00995	0004144	MF	diacylglycerol O-acyltransferase activity	6.954067467	0.687600617	2	56
BJP76_RS00995	0005737	CC	cytoplasm	0.021115596	0.325799311	3	1
BJP76_RS00995	0016787	MF	hydrolase activity	0.021824013	0.326150327	9	1
BJP76_RS01005	0016787	MF	hydrolase activity	2.256743343	0.522826134	1	100
BJP76_RS01005	0016020	CC	membrane	0.695123071	0.425759107	1	94
BJP76_RS01010	0008610	BP	lipid biosynthetic process	5.295536487	0.638834715	1	100
BJP76_RS01010	0016874	MF	ligase activity	4.166070587	0.601067058	1	88
BJP76_RS01010	0004321	MF	fatty-acyl-CoA synthase activity	0.322586148	0.387168762	3	2
BJP76_RS01010	0001676	BP	long-chain fatty acid metabolic process	0.121469612	0.355305817	8	1
BJP76_RS01010	0140657	MF	ATP-dependent activity	0.041524738	0.334288304	13	1
BJP76_RS01015	0031177	MF	phosphopantetheine binding	9.818012081	0.759665429	1	100
BJP76_RS01015	0006633	BP	fatty acid biosynthetic process	1.949528745	0.507436263	1	29
BJP76_RS01015	0016020	CC	membrane	0.014111078	0.321948317	1	2
BJP76_RS01015	0016746	MF	acyltransferase activity	5.072971577	0.631737708	5	100
BJP76_RS01020	0016874	MF	ligase activity	4.767155528	0.621727019	1	99
BJP76_RS01020	0071704	BP	organic substance metabolic process	0.835576247	0.437427116	1	99
BJP76_RS01020	0016740	MF	transferase activity	1.583589746	0.487420787	2	69
BJP76_RS01025	0008757	MF	S-adenosylmethionine-dependent methyltransferase activity	5.398119951	0.642055567	1	99
BJP76_RS01025	0032259	BP	methylation	4.923290103	0.626876849	1	100
BJP76_RS01030	0043565	MF	sequence-specific DNA binding	6.319895793	0.66972413	1	99
BJP76_RS01030	0006351	BP	DNA-templated transcription	4.590375674	0.615793352	1	99
BJP76_RS01030	0003700	MF	DNA-binding transcription factor activity	4.753618939	0.621276591	2	99
BJP76_RS01030	0006355	BP	regulation of DNA-templated transcription	3.485918051	0.575797307	3	99
BJP76_RS01035	0016627	MF	"oxidoreductase activity, acting on the CH-CH group of donors"	6.763786724	0.682325722	1	99
BJP76_RS01035	0050660	MF	flavin adenine dinucleotide binding	6.110438181	0.663624244	2	99
BJP76_RS01045	0052636	MF	arabinosyltransferase activity	15.27112796	0.852428432	1	99
BJP76_RS01045	0071766	BP	Actinobacterium-type cell wall biogenesis	14.89572216	0.850209537	1	99
BJP76_RS01045	0005886	CC	plasma membrane	2.673808338	0.542127901	1	99
BJP76_RS01045	0071555	BP	cell wall organization	6.66790562	0.679639623	4	99
BJP76_RS01045	0046677	BP	response to antibiotic	0.092663773	0.348899933	11	1
BJP76_RS01050	0052636	MF	arabinosyltransferase activity	15.27112982	0.852428443	1	99
BJP76_RS01050	0071766	BP	Actinobacterium-type cell wall biogenesis	14.89572397	0.850209548	1	99
BJP76_RS01050	0005886	CC	plasma membrane	2.673808663	0.542127915	1	99
BJP76_RS01050	0071555	BP	cell wall organization	6.667906431	0.679639646	4	99
BJP76_RS01050	0046677	BP	response to antibiotic	0.09309105	0.349001719	11	1
BJP76_RS01055	0000160	BP	phosphorelay signal transduction system	5.073114534	0.631742316	1	98
BJP76_RS01055	0003677	MF	DNA binding	3.16580878	0.563050292	1	98
BJP76_RS01055	0009274	CC	peptidoglycan-based cell wall	0.086906573	0.347504845	1	1
BJP76_RS01055	0005886	CC	plasma membrane	0.021335024	0.325908658	4	1
BJP76_RS01055	0006355	BP	regulation of DNA-templated transcription	3.485954013	0.575798705	6	98
BJP76_RS01055	0003723	MF	RNA binding	0.136428996	0.358331502	6	4
BJP76_RS01055	0003924	MF	GTPase activity	0.053115105	0.33816383	7	1
BJP76_RS01055	0016887	MF	ATP hydrolysis activity	0.036195942	0.332324636	8	1
BJP76_RS01060	0046872	MF	metal ion binding	2.50605997	0.534559441	1	100
BJP76_RS01060	0016853	MF	isomerase activity	0.613323403	0.418413332	5	11
BJP76_RS01065	0016020	CC	membrane	0.738035656	0.42943987	1	8
BJP76_RS01070	0052636	MF	arabinosyltransferase activity	15.27112936	0.85242844	1	99
BJP76_RS01070	0071766	BP	Actinobacterium-type cell wall biogenesis	14.89572353	0.850209546	1	99
BJP76_RS01070	0005886	CC	plasma membrane	2.673808583	0.542127912	1	99
BJP76_RS01070	0071555	BP	cell wall organization	6.667906231	0.67963964	4	99
BJP76_RS01075	0045227	BP	capsule polysaccharide biosynthetic process	12.84376051	0.825070557	1	56
BJP76_RS01075	0016757	MF	glycosyltransferase activity	5.556581557	0.646971283	1	59
BJP76_RS01075	0005886	CC	plasma membrane	2.673768808	0.542126146	1	59
BJP76_RS01075	0044038	BP	cell wall macromolecule biosynthetic process	6.714325923	0.680942478	6	59
BJP76_RS01080	0016491	MF	oxidoreductase activity	2.916180166	0.552655526	1	85
BJP76_RS01085	0003885	MF	"D-arabinono-1,4-lactone oxidase activity"	13.00456373	0.828317931	1	98
BJP76_RS01085	0016020	CC	membrane	0.738746434	0.429499922	1	98
BJP76_RS01085	0071949	MF	FAD binding	7.81547184	0.710623522	3	98
BJP76_RS01090	0000271	BP	polysaccharide biosynthetic process	7.213070243	0.694665958	1	99
BJP76_RS01090	0016020	CC	membrane	0.738724589	0.429498077	1	99
BJP76_RS01095	0070063	MF	RNA polymerase binding	10.49081384	0.774995915	1	100
BJP76_RS01095	0032784	BP	regulation of DNA-templated transcription elongation	9.4983388	0.752197326	1	100
BJP76_RS01095	0016301	MF	kinase activity	3.521601882	0.577181327	4	82
BJP76_RS01095	0003677	MF	DNA binding	3.165754838	0.563048091	5	100
BJP76_RS01095	0016310	BP	phosphorylation	3.396243635	0.572287631	6	82
BJP76_RS01095	0003746	MF	translation elongation factor activity	0.874536859	0.440486213	11	11
BJP76_RS01095	0006414	BP	translational elongation	0.808550615	0.435263031	21	11
BJP76_RS01100	0051213	MF	dioxygenase activity	7.259452264	0.695917743	1	96
BJP76_RS01105	0140359	MF	ABC-type transporter activity	6.713569481	0.680921283	1	100
BJP76_RS01105	0055085	BP	transmembrane transport	2.760509365	0.545946615	1	100
BJP76_RS01105	0016020	CC	membrane	0.738741854	0.429499536	1	100
BJP76_RS01110	0016740	MF	transferase activity	2.2886916	0.524364691	1	88
BJP76_RS01115	0140359	MF	ABC-type transporter activity	6.713559646	0.680921008	1	100
BJP76_RS01115	0055085	BP	transmembrane transport	2.76050532	0.545946439	1	100
BJP76_RS01115	0016020	CC	membrane	0.738740772	0.429499444	1	100
BJP76_RS01115	0016887	MF	ATP hydrolysis activity	4.536188699	0.613951755	4	100
BJP76_RS01115	0005524	MF	ATP binding	2.988557789	0.555713712	13	100
BJP76_RS01120	0061136	BP	regulation of proteasomal protein catabolic process	11.30715346	0.792951133	1	98
BJP76_RS01120	0000502	CC	proteasome complex	8.585942374	0.730161827	1	99
BJP76_RS01125	0016020	CC	membrane	0.7387483	0.42950008	1	98
BJP76_RS01125	0040010	BP	positive regulation of growth rate	0.172698881	0.365040844	1	1
BJP76_RS01125	0016740	MF	transferase activity	0.071347746	0.34348437	1	3
BJP76_RS01125	0005576	CC	extracellular region	0.052944035	0.338109897	2	1
BJP76_RS01125	0009247	BP	glycolipid biosynthetic process	0.076528008	0.344867687	5	1
BJP76_RS01155	0016787	MF	hydrolase activity	2.25674391	0.522826161	1	80
BJP76_RS01160	0006635	BP	fatty acid beta-oxidation	9.773673845	0.758636952	1	97
BJP76_RS01160	0016853	MF	isomerase activity	5.263298883	0.637816107	1	100
BJP76_RS01160	0004300	MF	enoyl-CoA hydratase activity	2.0686805	0.513539828	2	18
BJP76_RS01165	0046872	MF	metal ion binding	2.506010768	0.534557184	1	69
BJP76_RS01175	0004400	MF	histidinol-phosphate transaminase activity	10.80854206	0.782064561	1	95
BJP76_RS01175	0000105	BP	histidine biosynthetic process	7.54725482	0.703597324	1	95
BJP76_RS01175	0030170	MF	pyridoxal phosphate binding	6.436223385	0.673068233	4	99
BJP76_RS01190	0016020	CC	membrane	0.738718796	0.429497588	1	81
BJP76_RS01195	0016740	MF	transferase activity	2.288697477	0.524364973	1	90
BJP76_RS01195	0016310	BP	phosphorylation	0.045396663	0.335637027	1	1
BJP76_RS01205	0016020	CC	membrane	0.738253506	0.429458279	1	10
BJP76_RS01210	0000160	BP	phosphorelay signal transduction system	5.073094959	0.631741685	1	100
BJP76_RS01210	0003677	MF	DNA binding	3.165796564	0.563049793	1	100
BJP76_RS01210	0006355	BP	regulation of DNA-templated transcription	3.485940562	0.575798182	6	100
BJP76_RS01220	0016020	CC	membrane	0.73872908	0.429498456	1	100
BJP76_RS01220	0052151	BP	positive regulation by symbiont of host apoptotic process	0.119258841	0.354843184	1	1
BJP76_RS01220	0046789	MF	host cell surface receptor binding	0.086783079	0.347474421	1	1
BJP76_RS01220	0097691	CC	bacterial extracellular vesicle	0.406515887	0.397277485	2	2
BJP76_RS01220	0005515	MF	protein binding	0.046255146	0.335928178	3	1
BJP76_RS01220	0071944	CC	cell periphery	0.099480381	0.350496821	9	4
BJP76_RS01220	0042742	BP	defense response to bacterium	0.094088165	0.349238349	12	1
BJP76_RS01220	0009986	CC	cell surface	0.084494054	0.346906534	12	1
BJP76_RS01220	0030430	CC	host cell cytoplasm	0.060191465	0.340323294	13	1
BJP76_RS01220	0052553	BP	perturbation of host immune response	0.082786746	0.34647794	20	1
BJP76_RS01220	0044650	BP	adhesion of symbiont to host cell	0.069115997	0.342872966	25	1
BJP76_RS01225	0018741	MF	linear primary-alkylsulfatase activity	13.98908766	0.844732531	1	98
BJP76_RS01225	0018909	BP	dodecyl sulfate metabolic process	13.60217492	0.840213957	1	98
BJP76_RS01225	0046983	MF	protein dimerization activity	6.84715795	0.684645924	3	98
BJP76_RS01225	0046872	MF	metal ion binding	2.481675904	0.533438437	6	98
BJP76_RS01230	0016491	MF	oxidoreductase activity	2.916200901	0.552656408	1	99
BJP76_RS01235	0003677	MF	DNA binding	3.165781007	0.563049158	1	99
BJP76_RS01235	0006355	BP	regulation of DNA-templated transcription	0.033515242	0.331282009	1	1
BJP76_RS01240	0016627	MF	"oxidoreductase activity, acting on the CH-CH group of donors"	6.763770045	0.682325257	1	100
BJP76_RS01240	0050660	MF	flavin adenine dinucleotide binding	6.110423114	0.663623801	2	100
BJP76_RS01245	0004316	MF	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	7.243618789	0.695490871	1	2
BJP76_RS01245	0047936	MF	glucose 1-dehydrogenase [NAD(P)] activity	4.425470158	0.610154357	4	1
BJP76_RS01250	0016740	MF	transferase activity	2.288587	0.524359671	1	22
BJP76_RS01250	0016310	BP	phosphorylation	0.526567995	0.410064387	1	3
BJP76_RS01255	0008757	MF	S-adenosylmethionine-dependent methyltransferase activity	5.445455062	0.643531443	1	100
BJP76_RS01255	0032259	BP	methylation	3.803669964	0.587883555	1	79
BJP76_RS01255	0016020	CC	membrane	0.192862802	0.368466246	1	22
BJP76_RS01260	0016301	MF	kinase activity	4.083220223	0.598105343	1	56
BJP76_RS01260	0016310	BP	phosphorylation	3.937870083	0.592835858	1	56
BJP76_RS01260	0036424	MF	L-phosphoserine phosphatase activity	0.417433852	0.398512444	5	2
BJP76_RS01260	0016853	MF	isomerase activity	0.08717356	0.347570545	9	1
BJP76_RS01265	0016740	MF	transferase activity	2.288559175	0.524358336	1	18
BJP76_RS01265	0016310	BP	phosphorylation	0.67196717	0.423725673	1	3
BJP76_RS01270	0005886	CC	plasma membrane	2.649467847	0.541044741	1	99
BJP76_RS01275	0043190	CC	ATP-binding cassette (ABC) transporter complex	6.487687652	0.674538043	1	100
BJP76_RS01275	0022857	MF	transmembrane transporter activity	3.297271403	0.568359828	1	100
BJP76_RS01275	0055085	BP	transmembrane transport	2.760508436	0.545946575	1	100
BJP76_RS01280	0016887	MF	ATP hydrolysis activity	4.490292161	0.612383294	1	99
BJP76_RS01280	0005524	MF	ATP binding	2.988568242	0.555714151	7	100
BJP76_RS01285	0055085	BP	transmembrane transport	2.760487061	0.545945641	1	99
BJP76_RS01285	0005886	CC	plasma membrane	2.673754225	0.542125498	1	99
BJP76_RS01290	0055085	BP	transmembrane transport	2.760494564	0.545945968	1	100
BJP76_RS01290	0005886	CC	plasma membrane	2.673761493	0.542125821	1	100
BJP76_RS01300	0004665	MF	prephenate dehydrogenase (NADP+) activity	11.5558955	0.798292349	1	99
BJP76_RS01300	0006571	BP	tyrosine biosynthetic process	10.88118149	0.783665953	1	99
BJP76_RS01300	0008977	MF	prephenate dehydrogenase (NAD+) activity	11.55203631	0.798209923	2	99
BJP76_RS01300	0070403	MF	NAD+ binding	9.041446805	0.741301861	3	99
BJP76_RS01300	0047794	MF	cyclohexadienyl dehydrogenase activity	0.190726811	0.368112152	19	1
BJP76_RS01310	0052717	MF	tRNA-specific adenosine-34 deaminase activity	11.88290448	0.805227472	1	98
BJP76_RS01310	0002100	BP	tRNA wobble adenosine to inosine editing	11.30326779	0.792867233	1	98
